anchor,positive_schema
"Create a fork that will copy a public repo into my account.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Make a personal copy of the repo to copy a public repo into my account.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Fork a repository to fork the template project for customization.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Create a fork that will fork the template project for customization.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Make a personal copy of the repo to fork the template project for customization.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Fork a repository to create my own fork before opening changes.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Create a fork that will create my own fork before opening changes.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Make a personal copy of the repo to create my own fork before opening changes.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Fork a repository to duplicate the upstream repository into an org.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Create a fork that will duplicate the upstream repository into an org.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Make a personal copy of the repo to duplicate the upstream repository into an org.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Fork a repository to fork the codebase so I can experiment safely.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Create a fork that will fork the codebase so I can experiment safely.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
