anchor,positive_schema
"I am trying to open repo contents to check the package manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I need to read repository contents to open the deployment manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I want to inspect a file in the repo to open the deployment manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I am trying to open repo contents to open the deployment manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I need to read repository contents to view the config directory contents.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I want to inspect a file in the repo to view the config directory contents.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I am trying to open repo contents to view the config directory contents.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"List issues so I can review all open bugs.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"Show the repository issues to review all open bugs.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"Fetch the issue list to review all open bugs.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
